blank,ask_code,topic,en,ko,ru,zh,mn,zh_py,note
,vr003,vr1,first (given) name,이름,имя,名字,нэр,ming2 zi,
,vr004,vr3,patronymic,부칭,отчество,父称,эцгийн нэр,fu4 cheng1,
,vr005,vr2,clan,씨족,род,氏族,ястан,shi4 zu2 ,
,vr006,vr1,an ethnic group,민족,"народ, национальность",民族,үндэстэн,min2 zu2 ,
,vr007,vr3,one's whole family/clan,일족,,一族,овог,yi4 zu2,
,vr008,vr1,man,남자,мужчина,男人,эрэгтэй,nan2 ren2,
,vr009,vr1,woman,여자,женщина,女人,эмэгтэй,nv3 ren2,
,vr010,vr1,family,가족/가정,семья,家族/家,,jia1 zu2 ,
,vr011,vr1,family,가족,,家族,гэр бүл,jia1 zu2 ,
,vr012,vr3,household,가정,,家庭,өрх гэр,jia1 ting2,
,vr013,vr1,grandfather,할아버지,дедушка,爷爷,өвөг эцэг,ye2 ye,
,vr014,vr1,grandmother,할머니,бабушка,奶奶,эмэг эх,nai3 nai,
,vr188,vr1,maternal grandfather,외할아버지,дедушка по материнской линии,外祖父/姥爷,нагац эцэг,wai4 zu3 fu4 /lao3 ye2,
,vr189,vr1,maternal grandmother,외할머니,бабушка по материнской линии,外祖母/姥姥,нагац эх,wai4 zu3 mu3 /lao3 lao,
,vr015,vr1,parents,부모,родители,父母,эцэг эх,fu4 mu3 ,
,vr016,vr1,father,아버지,отец,父亲,эцэг,fu4 qin1,
,vr017,vr1,mother,어머니,мать,母亲,эх,mu3 qin1,
,vr018,vr1,dad,아빠,папа,爸爸,аав,ba4 ba,
,vr019,vr1,mammy,엄마,мама,妈妈,ээж,ma1 ma,
,vr020,vr3,father & son,부자(父子),отец и сын,父子,эцэг хүү,fu4 zi3 ,
,vr021,vr3,parents and children,부모자식,родители и дети,父母子女,эцэг эх ба хүүхдүүд,fu4 mu3 zi3 nv3,
,vr022,vr1,son,아들,сын,儿子,хүү,er2 zi,
,vr023,vr1,daughter,딸,дочь,女儿,охин,nv3 er2 ,
,vr024,vr1,elder brother,형,старший брат (для мужчины),哥哥(男→男),ах (би эрэгтэй),ge1 ge (nan2→nan2),
,vr025,vr1,elder brother,오빠,старший брат (для женщины),哥哥(女→男),ах (би эмэгтэй),ge1 ge (nv3→nan2),
,vr026,vr1,elder sister,누나,старшая сестра (для мужчины),姐姐(男→女),эгч (би эрэгтэй),jie3 jie (nan2→nv3),
,vr027,vr1,elder sister,언니,старшая сестра (для женщины),姐姐(女→女),эгч (би эмэгтэй),jie3 jie (nv3→nv3),
,vr028,vr1,younger brother,남동생,младший брат,弟弟,дүү,di4 di,
,vr029,vr1,younger sister,여동생,младшая сестра,妹妹,охин дүү,mei4 mei,
,vr030,vr1,"younger brother, younger sister",동생,"младший брат, младшая сестра",弟弟妹妹,дүү,di4 di mei4 mei ,
,vr031,vr2,elder brothers wife,형수,жена старшего брата (для мужчины),嫂子(男→女),бэргэн (би эрэгтэй),sao3 zi (nan2→nv3),
,vr032,vr2,elder brothers wife,올케,жена старшего брата (для женщины),嫂子(女→女),бэргэн (би эмэгтэй),sao3 zi (nv3→nv3),
,vr033,vr2,brother-in-law (from an elder sister's marriage),매형,муж старшей сестры (для мужчины),姐夫/男的姐姐的丈夫,хүргэн ах (би эрэгтэй),jie3 fu /nan2 de jie3 jie de zhang4 fu ,
,vr034,vr2,brother-in-law (from an woman's elder sister's marriage),형부,муж старшей сестры (для женщины),姐夫/女的姐姐的丈夫,хүргэн ах (би эмэгтэй),jie3 fu /nv3 de jie3 jie de zhang4 fu,
,vr172,vr2,brother-in-law,시숙/시동생,деверь (брат мужа),,нөхрийн ах дүү,,
,vr205,vr2,,시숙,,丈夫的哥哥(大伯),,zhang4 fu de ge1 ge (da4 bo2),
,vr206,vr2,,시동생,,丈夫的弟弟(小叔子),,zhang4 fu de di4 di (xiao3 shu1 zi),
,vr173,vr2,sister-in-law,시누이(손위/손아래),золовка (сестра мужа),,нөхрийн эгч дүү,,
,vr207,vr2,,시누이(손위),,丈夫的姐姐(大姑子),,zhang4 fu de jie3 jie (da4gu1zi),
,vr208,vr2,,시누이(손아래),,丈夫的妹妹(小姑子),,zhang4 fu de mei4 mei (xiao3 gu1 zi),
,vr174,vr2,brother-in-law,처남(손위/손아래),шурин (брат жены),,эхнэрийн ах дүү,,
,vr209,vr2,,처남(손위),,内兄,,nei4 xiong1,
,vr210,vr2,,처남(손아래),,内弟,,nei4 di4,
,vr175,vr2,sister-in-law,처형/처제,свояченица (сестра жены),,эхнэрийн эгч дүү,,
,vr211,vr2,,처형,,姨姐,,yi2 jie3,
,vr212,vr2,,처제,,姨妹,,yi2 mei4,
,vr176,vr2,sister-in-law,동서(형제의 아내끼리),сношенница (жена деверя) (жёны братьев по отношению друг к другу),妯娌,авьсан ажин,zhou2 li3,
,vr177,vr2,brother-in-law,동서(자매의 남편끼리),свояк (муж свояченицы) (мужья сёстр по отношению друг к другу),连襟,баз,lian2 jin1,
,vr035,vr2,brothers,형제,братья,兄弟,ах дүү,xiong1 di4 ,
,vr036,vr2,sisters,자매,сёстры,姐妹,эгч дүү,jie3 mei4 ,
,vr037,vr2,brother and sister,남매,брат и сестра,兄妹,,xiong1 mei4,
,vr194,vr2,(older) brother and (younger) sister,남매(오빠와 여동생),,,ах дүү (том нь эрэгтэй),,
,vr195,vr2,(younger) brother and (older) sister,남매(누나와 남동생),,,эгч дүү (том нь эмэгтэй),,
,vr038,vr2,first son,장남,старший сын,长子,том хүү,zhang3 zi3,
,vr039,vr2,first daughter,장녀,старшая дочь,长女,том охин,zhang3 nv3,
,vr040,vr2,second son,차남,второй сын,次子(第二个儿子),хоёр дахь хүү,ci4 zi3 (di4 er4 ge er2 zi),
,vr041,vr2,second daughter,차녀,вторая дочь,次女(第二个女儿),хоёр дахь охин,ci4 nv3 (di4 er4 ge nv3 er2),
,vr042,vr2,last son,막내(+아들),младший сын,老小(+儿子)/小儿子,отгон хүү,lao3 xiao3r (+er2 zi) /xiao3 er2 zi,
,vr043,vr2,last daughter,막내(+딸),младшая дочь,老小(+女儿)/小女儿,отгон охин,lao3 xiao3r (+nv3 er2) /xiao3 nv3 er2,
,vr044,vr2,cousin,사촌 형제,двоюродный брат,表兄弟,үеэл ах дүү,biao3 xiong1 di4 ,
,vr045,vr2,cousin,사촌 자매,двоюродная сестра,表姐妹,үеэл эгч дүү,biao3 jie3 mei4,
,vr178,vr2,second cousin,6촌 형제,троюродный брат,堂兄弟,хаяал ах дүү,tang2 xiong1di,
,vr179,vr2,second cousin,6촌 자매,троюродная сестра,堂姐妹,хаяал эгч дүү,tang2 jie3 mei4,
,vr046,vr2,nephew,조카,племянник,侄子,үеэл хүү,zhi2 zi,
,vr047,vr2,niece,조카딸,племянница,侄女,үеэл охин,zhi2 nv3,
,vr048,vr3,nephew,생질,племянник (сын сестры),外甥,зээ,wai4 sheng,
,vr049,vr3,niece,생질녀,племянница (дочь сестры),外甥女,зээ охин,wai4 sheng nv3,
,vr050,vr1,grandson,손자,внук,孙子,ач хүү,sun1 zi,
,vr051,vr1,granddaughter,손녀,внучка,孙女,ач охин,sun1 nv3 ,
,vr180,vr2,paternal great-grandfather,증조부,прадедушка,曾祖父,элэнц өвөг,zeng1 zu3 fu4,
,vr181,vr2,paternal great-grandmother,증조모,прабабушка,曾祖母,элэнц эмэг,zeng1 zu3 mu3,
,vr052,vr2,great-grandson,증손자,правнук,曾孙,жич хүү,zeng1 sun1 ,
,vr053,vr2,great-granddaughter,증손녀,правнучка,曾孙女,жич охин,zeng1 sun1 nv3,
,vr182,vr2,great-great-grandfather,고조부,прапрадедушка,高祖父,хуланц өвөг,gao1 zu3 fu4,
,vr183,vr2,great-great-grandmother,고조모,прапрабабушка,高祖母,хуланц эмэг,gao1 zu3 mu3,
,vr184,vr2,great-grandson??,고손자,праправнук,玄孙,гуч хүү,xuan2 sun1,
,vr185,vr2,great-granddaughter??,고손녀,праправнучка,玄孙女,гуч охин,xuan2 sun1 nv3,
,vr203,vr1,uncle,아저씨(남자 친척의 총칭),дядя,,,,
,vr204,vr1,aunt,아주머니(여자 친척의 총칭),тётя,,,,
,vr054,vr2,uncle (father's younger brother),숙부,брат отца,叔叔,авга ах,shu1 shu,
,vr055,vr2,aunt (wife of father's younger brother),숙모,жена брата отца,婶儿,авга бэргэн,shen3r,
,vr056,vr3,fathers elder brother,백부,старший брат отца,伯父,их авга,bo2 fu4 ,
,vr057,vr3,wife of fathers elder brother,백모,жена старшего брата отца,伯母,их авга бэргэн,bo2 mu3 ,
,vr058,vr3,husband of a paternal aunt,고모부,муж сестры отца,姑父,авга эгчийн нөхөр,gu1 fu,
,vr059,vr2,paternal aunt,고모,сестра отца,姑姑/姑妈,авга эгч,gu1 gu /gu1 ma1 ,
,vr060,vr2,maternal uncle,외삼촌,брат матери,舅舅,нагац ах,jiu4 jiu,
,vr061,vr3,wife of a maternal uncle,외숙모,жена брата матери,舅母/舅妈,нагац бэргэн,jiu4 mu3 /jiu4 ma1 ,
,vr062,vr3,husband of a maternal aunt,이모부,муж сестры матери,姨父,нагац хүргэн ах,yi2 fu ,
,vr063,vr2,maternal aunt,이모,сестра матери,姨母/姨,нагац эгч,yi2 mu3 /yi2,
,vr064,vr3,foster father,양부,приёмный отец,养父,тэжээсэн эцэг,yang3 fu4,
,vr065,vr3,foster mother,양모,приёмная мать,养母,тэжээсэн эх,yang3 mu3,
,vr066,vr3,stepson,양자,приёмный сын,养子,өргөмөл хүү,yang3 zi3 ,
,vr067,vr3,stepdaughter,양녀,приёмная дочь,养女,өргөмөл охин,yang3 nv3,
,vr068,vr3,stepfather,계부,отчим,继父,хойт эцэг,ji4 fu4 ,
,vr069,vr3,stepmother,계모,мачеха,继母,хойт эх,ji4 mu3 ,
,vr070,vr3,son from a previous marriage??,의붓아들,пасынок,义子/干儿子,дагавар хүү,yi4 zi3 /gan1 er2 zi3,
,vr071,vr3,daughter from a previous marriage??,의붓딸,падчерица,义女/干女儿,дагавар охин,yi4 nv3 /gan1 nv3 er2,
,vr072,vr2,widow,홀어미/과부,вдова,寡妇,бэлэвсэн эхнэр,gua3 fu ,
,vr073,vr2,widower,홀아비,вдовец,鳏夫(丧偶的男子),бэлэвсэн эр,guan1 fu1 (sang4 ou3 de nan2 zi3),
,vr074,vr2,orphan,고아,сирота,孤儿,өнчин хүүхэд,gu1 er2 ,
,vr075,vr3,twin ,쌍둥이,близнецы,孪生/双胞胎,ихэр хүүхэд,luan2 sheng1 /shuang1 bao1 tai1,
,vr076,vr3,lover,연인,влюблённые,恋人,амраг,lian4 ren2 ,
,vr077,vr1,marry (v.),결혼하다,жениться,结婚,гэрлэх,jie2 hun1 ,
,vr078,vr2,couple/husband and wife,부부,"супруги, муж и жена",夫妇/夫妻,эхнэр нөхөр,fu1 fu4 /fu1 qi1 ,
,vr079,vr1,husband,남편,муж,丈夫,нөхөр,zhang4 fu,
,vr080,vr1,wife,아내,жена,妻子,эхнэр,qi1 zi,
,vr081,vr2,bridegroom,신랑,жених ,新郎,хүргэн ,xin1 lang2 ,
,vr082,vr2,bride ,신부,невеста,新娘,бэр,xin1 niang2 ,
,vr083,vr1,father-in-law,시아버지,свёкр,公公,хадам аав (би эмэгтэй),gong1 gong,
,vr084,vr1,mother-in-law,시어머니,свекровь,婆婆,хадам ээж (би эмэгтэй),po2 po,
,vr085,vr1,daughter in law,며느리,,儿媳妇,бэр охин,er2 xi2 fu,
,vr199,vr1,,며느리(시아버지 입장),сноха,,,,
,vr200,vr1,,며느리(시어머니 입장),невестка,,,,
,vr086,vr1,father in law,장인,тесть,老丈人/岳父,хадам аав (би эрэгтэй),lao3 zhang4 ren /yue4 fu4 ,
,vr087,vr1,mother in law,장모,тёща,丈母娘/岳母,хадам ээж (би эмэгтэй),zhang4 mu3 niang2 /yue4 mu3,
,vr088,vr1,son in law,사위,зять,女婿/姑爷,хүргэн хүү,nv3 xu /gu1 ye,
,vr186,vr1,relatives via marriage,사돈,,亲家,,qing4 jia,
,vr201,vr1,,사돈(며느리나 사위의 아버지),сват,,,,
,vr202,vr1,,사돈(며느리나 사위의 어머니),сватья,,,,
,vr196,vr1,daughter's mother-in-law??,암사돈(며느리 쪽의 사돈),,,худ,,
,vr197,vr1,son's mother in law??,수사돈(사위 쪽의 사돈),,,худгуй,,
,vr089,vr2,relatives,친족/친척,родственник,亲属/亲戚,төрөл садан,qin1 shu3 /qin1 qi,
,vr090,vr2,baby,아기,младенец (грудной ребёнок),娃娃(谁家的娃娃的+),бага хүүхэд,wa2 wa (shei2 jia1 de wa2 wa de +),
,vr091,vr3,baby,유아(취학 전 아동),малыш (ребёнок дошкольного возраста),幼儿,нялх хүүхэд,you4 er2 ,
,vr092,vr1,child,아이(어린이),ребёнок,小孩儿,хүүхэд,xiao3 hai2 er,
,vr093,vr1,boy,소년/사내아이,мальчик,少年/男孩,хүү,shao4 nian2 ,
,vr094,vr3,boy,소년,,少年,,shao4 nian2 ,
,vr095,vr1,young boy,사내아이,,男孩,,nan2 hai2 ,
,vr096,vr1,girl,소녀/여자아이,девочка,少女/女孩,охин,shao4 nv3 ,
,vr097,vr3,girl,소녀,,少女,,shao4 nv3 ,
,vr098,vr1,young girl,여자아이,,女孩,,nv3 hai2 ,
,vr099,vr1,young man,청년,парень,青年,залуу,qing1 nian2 ,
,vr100,vr1,maid,처녀,девушка,姑娘,охин,gu1 niang ,
,vr101,vr3,womenfolk,부녀자,баба,妇女,эхнэр,fu4 nv3 ,
,vr102,vr3,middle-aged,중년,пожилой,中年,дунд насны,zhong1 nian2,
,vr187,vr3,mistress/concubine,첩,наложница,小老婆,татвар эхнэр,xiao3 lao3 po,
,vr103,vr1,old man,노인,старик,老人,хөгшин хүн,lao3 ren2 ,
,vr198,vr1,elderly man,노인(남),,老人(男)/老先生,өвгөн,lao3 ren2 (nan2)/lao3 xian1 sheng,
,vr104,vr1,elderly woman,노인(여),старуха,老人(女)/老太太,эмгэн,lao3 ren2 (nv3)/lao3 tai4 tai,
,vr105,vr1,adult,어른,взрослый,大人,насанд хүрсэн хүн,da4 ren2 ,
,vr106,vr2,ancestor,조상,предки,祖先,өвөг дээдэс,zu3 xian1 ,
,vr107,vr2,"descendant, offspring",자손,потомки,子孙,үр ач,zi3 sun1 ,
,vr108,vr1,"master, host",주인,хозяин,主人(房子的主人的+）,эзэн,zhu3 ren2 （fang2 zi de zhu3 ren2）,
,vr109,vr2,hostess,주인(여+),хозяйка,女主人,эзэгтэй,nv3 zhu3 ren2,
,vr110,vr1,guest,손님,гость,客人,зочин,ke4 ren2 ,
,vr111,vr1,tourist,나그네,прохожий,过客/过路人,аянчин,guo4 ke4/guo4 lu4 ren2,
,vr112,vr3,occupation,직업,профессия,职业,мэргэжил,zhi2 ye4 ,
,vr113,vr3,worker,노동자,рабочий,工人,хөдөлмөрчин,gong1 ren2 ,
,vr114,vr3,farmer,농민,крестьянин,农民,тариачин,nong2 min2 ,
,vr115,vr3,farmers family,농가,крестьянская семья,农家,тариачин айл,nong2 jia1 ,
,vr116,vr3,landowner,지주,помещик,地主,газрын эзэн,di4 zhu3 ,
,vr117,vr1,stock farmer,목축민,скотовод,牧民,малчин,mu4 min2 ,
,vr118,vr1,shepherd,양치기,пастух овец,放羊的,хоньчин,fang4 yang2 de,
,vr119,vr1,man who raises cattle/cowboy,소치기,пастух коров,放牛的,үхэрчин,fang4 niu2 de,
,vr120,vr1,wrangler (horse),말치기,табунщик,牧马人/放马的,адуучин,mu4 ma3 ren2/fang4 ma3 de,
,vr121,vr1,a hunter,사냥꾼,охотник,猎人,анчин,lie4 ren,
,vr122,vr1,fisherman,어민/어부,рыбак,渔夫,загасчин,yu2 fu1 ,
,vr123,vr3,woodman,나무꾼,дровосек,打柴人,модчин,da3 chai2 ren2 ,
,vr124,vr3,carpenter,목수,плотник,木匠,мужаан,mu4 jiang,
,vr125,vr3,seaman,뱃사람,моряк,水手,далайчин,shui3 shou3 ,
,vr126,vr3,policeman,경찰관,милиционер,警察,цагдаа,jing3 cha2 ,
,vr127,vr3,merchant,상인,торговец,商人,худалдаачин,shang1 ren2 ,
,vr128,vr3,guard,파수꾼,сторож,站岗的,манаач,zhan4 gang3 de,
,vr129,vr3,servant,하인,слуга,佣人,зарц,yong1 ren2 ,
,vr130,vr3,maid servant,하녀,служанка,女佣人,зарц эмэгтэй,nv3 yong1 ren2 ,
,vr131,vr3,tenant,머슴,батрак,长工,зарц боол,chang2 gong1 ,
,vr132,vr3,errand boy,심부름꾼,мальчик на побегушках,跑腿儿的,зарлага,pao3 tui3r de,
,vr133,vr3,slave,노예,раб,奴隶,боол,nu2 li,
,vr134,vr3,beggar,거지,нищий,花子(乞丐),гуйлгачин,hua1 zi (qi3 gai4),
,vr135,vr1,friend,친구,друг,朋友,найз,peng2 you ,
,vr136,vr3,comrade,동지,товарищ,同志,нөхөр,tong2 zhi4 ,
,vr137,vr3,the leading members,간부,кадровый (руководящий) работник,干部,удирдлага,gan4 bu,
,vr138,vr1,doctor,의사,врач,医生/大夫,эмч,yi1 sheng /dai4 fu,
,vr139,vr1,teacher,스승,учитель,老师,багш,lao3 shi1 ,
,vr140,vr1,"student, pupil",학생,ученик,学生,сурагч,xue2 sheng ,
,vr141,vr1,hero,영웅,герой,英雄,баатар,ying1 xiong2 ,
,vr142,vr3,acquaintance,지인/아는 사람,знакомый,熟人/认识的人,танил,shu2 ren2 /ren4 shi de ren2 ,
,vr143,vr3,"customer, client",고객,клиент,顾客,үйлчлүүлэгч,gu4 ke4 ,
,vr144,vr3,crowd,군중,толпа,群众,олон хүн,qun2 zhong4 ,
,vr145,vr3,nation,백성/민중,народ,老百姓,ард түмэн,lao3 bai3 xing4 ,
,vr146,vr3,inhabitant,주민,житель,居民,оршин суугч,ju1 min2 ,
,vr147,vr3,foreigner,외국인,иностранец,外国人,гадаад хүн,wai4 guo2 ren2 ,
